task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
576	fc/7be613	18501	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00452_S39_L001)	COMPLETED	0	2020-06-23 15:05:54.157	961ms	82ms	32.7%	0	0	72.7 KB	210 B
578	d2/e4b91b	18995	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00469_S56_L001)	COMPLETED	0	2020-06-23 15:05:54.521	767ms	67ms	41.7%	1.6 MB	5.4 MB	72.7 KB	210 B
577	94/3fe25e	18647	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00444_S31_L001)	COMPLETED	0	2020-06-23 15:05:54.243	1.1s	65ms	42.1%	1.6 MB	5.4 MB	72.7 KB	210 B
579	d3/5a119f	19382	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00466_S53_L001)	COMPLETED	0	2020-06-23 15:05:54.740	980ms	110ms	21.2%	1.6 MB	5.4 MB	72.7 KB	210 B
580	f6/28eef5	19459	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00472_S59_L001)	COMPLETED	0	2020-06-23 15:05:54.856	969ms	76ms	37.8%	0	0	72.7 KB	210 B
581	7d/fb43d7	19763	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00491_S78_L001)	COMPLETED	0	2020-06-23 15:05:55.111	955ms	76ms	28.8%	1.6 MB	5.4 MB	72.7 KB	210 B
583	8d/8e3725	19949	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00483_S70_L001)	COMPLETED	0	2020-06-23 15:05:55.256	991ms	73ms	36.9%	1.6 MB	5.4 MB	72.7 KB	210 B
584	c8/d92e92	20034	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00447_S34_L001)	COMPLETED	0	2020-06-23 15:05:55.346	922ms	72ms	34.0%	0	0	72.7 KB	210 B
585	19/efb235	20182	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00454_S41_L001)	COMPLETED	0	2020-06-23 15:05:55.450	830ms	89ms	32.9%	1.6 MB	5.4 MB	72.7 KB	210 B
582	f5/01ab10	19829	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00445_S32_L001)	COMPLETED	0	2020-06-23 15:05:55.151	1.2s	68ms	47.2%	0	0	72.7 KB	210 B
586	9f/30f5e6	20546	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00480_S67_L001)	COMPLETED	0	2020-06-23 15:05:55.758	986ms	46ms	39.1%	0	0	72.7 KB	210 B
587	42/c1ba49	20874	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00489_S76_L001)	COMPLETED	0	2020-06-23 15:05:55.887	1s	36ms	60.0%	0	0	72.7 KB	210 B
554	11/1b58ad	12850	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00484_S71_L001)	COMPLETED	0	2020-06-23 15:05:48.236	8.8s	7.7s	95.2%	103.4 MB	588.3 MB	98.6 MB	669.6 KB
588	b3/a0394e	21052	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00497_S84_L001)	COMPLETED	0	2020-06-23 15:05:56.102	923ms	48ms	51.6%	0	0	72.7 KB	210 B
589	6b/d79df3	21300	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00438_S25_L001)	COMPLETED	0	2020-06-23 15:05:56.278	919ms	84ms	34.8%	1.6 MB	5.4 MB	72.7 KB	210 B
555	5e/5823e0	13115	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00449_S36_L001)	COMPLETED	0	2020-06-23 15:05:48.470	8.9s	7.9s	96.3%	92.1 MB	577.1 MB	99.6 MB	669.3 KB
592	6a/672866	21509	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00298_S90_L001)	COMPLETED	0	2020-06-23 15:05:56.574	802ms	53ms	48.5%	0	0	72.7 KB	210 B
590	fb/4627b7	21317	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00462_S49_L001)	COMPLETED	0	2020-06-23 15:05:56.308	1.1s	65ms	52.6%	1.6 MB	5.4 MB	72.7 KB	210 B
558	ec/a63470	14490	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00432_S19_L001)	COMPLETED	0	2020-06-23 15:05:50.286	7.2s	6.3s	96.4%	98.7 MB	582.8 MB	69.5 MB	665.7 KB
591	5e/a5259f	21416	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00423_S10_L001)	COMPLETED	0	2020-06-23 15:05:56.367	1.1s	55ms	58.3%	0	0	72.7 KB	210 B
593	7c/572eb2	21886	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00495_S82_L001)	COMPLETED	0	2020-06-23 15:05:56.774	871ms	111ms	28.6%	1.3 MB	5.4 MB	72.7 KB	210 B
594	0a/df4466	22169	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00493_S80_L001)	COMPLETED	0	2020-06-23 15:05:56.956	923ms	62ms	44.0%	1.6 MB	5.4 MB	72.7 KB	210 B
595	3a/beef67	22373	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00488_S75_L001)	COMPLETED	0	2020-06-23 15:05:57.042	1.1s	166ms	20.7%	1.6 MB	5.4 MB	72.7 KB	210 B
596	29/bd3ba6	22424	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00477_S64_L001)	COMPLETED	0	2020-06-23 15:05:57.186	965ms	104ms	30.2%	1.6 MB	5.4 MB	72.7 KB	210 B
597	96/f206be	22488	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00474_S61_L001)	COMPLETED	0	2020-06-23 15:05:57.243	963ms	59ms	45.7%	1.6 MB	5.4 MB	72.7 KB	210 B
598	ff/61ad77	22686	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00464_S51_L001)	COMPLETED	0	2020-06-23 15:05:57.372	912ms	131ms	25.5%	1.6 MB	5.4 MB	72.7 KB	210 B
599	d3/8eff7c	22705	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00455_S42_L001)	COMPLETED	0	2020-06-23 15:05:57.410	961ms	66ms	42.9%	1.6 MB	5.4 MB	72.7 KB	210 B
601	06/32277e	22950	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00478_S65_L001)	COMPLETED	0	2020-06-23 15:05:57.628	1.2s	80ms	36.4%	1.6 MB	5.4 MB	72.7 KB	210 B
600	a7/596c71	22784	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00460_S47_L001)	COMPLETED	0	2020-06-23 15:05:57.477	1.4s	80ms	36.6%	1.6 MB	5.4 MB	72.7 KB	210 B
556	df/b8e81a	13484	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00416_S3_L001)	COMPLETED	0	2020-06-23 15:05:48.857	10.1s	8.4s	94.0%	104 MB	588.6 MB	85.7 MB	668.3 KB
602	6d/981d84	23002	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00487_S74_L001)	COMPLETED	0	2020-06-23 15:05:57.679	1.3s	36ms	75.9%	0	0	72.7 KB	210 B
603	8a/1b8763	23223	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00430_S17_L001)	COMPLETED	0	2020-06-23 15:05:57.732	1.3s	42ms	55.8%	0	0	72.7 KB	210 B
604	22/a8be62	23476	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00437_S24_L001)	COMPLETED	0	2020-06-23 15:05:57.926	1.2s	176ms	19.0%	1.6 MB	5.4 MB	72.7 KB	210 B
605	df/043c86	23882	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00485_S72_L001)	COMPLETED	0	2020-06-23 15:05:58.169	1s	95ms	40.8%	0	0	72.7 KB	210 B
606	82/240081	23920	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00450_S37_L001)	COMPLETED	0	2020-06-23 15:05:58.210	1.4s	95ms	32.7%	1.6 MB	5.4 MB	72.7 KB	210 B
607	ad/d77c97	24003	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00427_S14_L001)	COMPLETED	0	2020-06-23 15:05:58.384	1.2s	61ms	44.4%	1.6 MB	5.4 MB	72.7 KB	210 B
608	99/5cc740	24089	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00433_S20_L001)	COMPLETED	0	2020-06-23 15:05:58.619	1s	53ms	36.4%	0	0	72.7 KB	210 B
609	14/3177a3	24147	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00417_S4_L001)	COMPLETED	0	2020-06-23 15:05:58.680	1.3s	65ms	41.4%	1.6 MB	5.4 MB	72.7 KB	210 B
610	eb/6bb4e8	24331	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00439_S26_L001)	COMPLETED	0	2020-06-23 15:05:58.813	1.2s	67ms	50.0%	0	0	72.7 KB	210 B
611	ff/a67327	24699	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00429_S16_L001)	COMPLETED	0	2020-06-23 15:05:58.955	1.1s	64ms	42.5%	1.6 MB	5.4 MB	72.7 KB	210 B
612	0b/61e5ba	24734	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00443_S30_L001)	COMPLETED	0	2020-06-23 15:05:58.999	1.2s	46ms	47.5%	0	0	72.7 KB	210 B
613	2f/bb6ce8	24834	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00442_S29_L001)	COMPLETED	0	2020-06-23 15:05:59.095	1.3s	45ms	55.2%	0	0	72.7 KB	210 B
615	86/9cd970	25006	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00426_S13_L001)	COMPLETED	0	2020-06-23 15:05:59.301	1.4s	235ms	15.2%	1.6 MB	5.4 MB	72.7 KB	210 B
614	05/cd5652	24884	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00475_S62_L001)	COMPLETED	0	2020-06-23 15:05:59.180	1.5s	165ms	20.6%	1.3 MB	5.4 MB	72.7 KB	210 B
616	d7/480a8b	25067	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00414_S1_L001)	COMPLETED	0	2020-06-23 15:05:59.390	1.4s	45ms	54.5%	0	0	72.7 KB	210 B
617	ca/097070	25414	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00463_S50_L001)	COMPLETED	0	2020-06-23 15:05:59.612	1.2s	45ms	54.5%	0	0	72.7 KB	210 B
618	55/e23a39	25452	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00418_S5_L001)	COMPLETED	0	2020-06-23 15:05:59.661	1.5s	167ms	20.6%	1.3 MB	5.4 MB	72.7 KB	210 B
619	a1/f87dab	25619	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00457_S44_L001)	COMPLETED	0	2020-06-23 15:05:59.919	1.3s	167ms	20.3%	1.3 MB	5.4 MB	72.7 KB	210 B
620	f8/ae0742	25802	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00425_S12_L001)	COMPLETED	0	2020-06-23 15:06:00.012	1.3s	140ms	23.9%	1.3 MB	5.4 MB	72.7 KB	210 B
621	f9/435bff	25919	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00481_S68_L001)	COMPLETED	0	2020-06-23 15:06:00.062	1.4s	62ms	32.4%	1.6 MB	5.4 MB	72.7 KB	210 B
622	8c/1cb113	26063	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00428_S15_L001)	COMPLETED	0	2020-06-23 15:06:00.245	1.5s	41ms	59.3%	0	0	72.7 KB	210 B
623	e0/bd092e	26130	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00467_S54_L001)	COMPLETED	0	2020-06-23 15:06:00.307	1.6s	135ms	18.0%	1.3 MB	5.4 MB	72.7 KB	210 B
624	43/237fc3	26361	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00436_S23_L001)	COMPLETED	0	2020-06-23 15:06:00.516	1.5s	49ms	52.2%	0	0	72.7 KB	210 B
625	11/be2174	26558	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00424_S11_L001)	COMPLETED	0	2020-06-23 15:06:00.684	1.4s	83ms	45.5%	1.6 MB	5.4 MB	72.7 KB	210 B
627	cc/bf5de2	26836	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00458_S45_L001)	COMPLETED	0	2020-06-23 15:06:01.070	1.2s	48ms	52.2%	0	0	72.7 KB	210 B
626	93/3bfa7f	26668	ncovIllumina:sequenceAnalysis:collateSamples (Undetermined_S0_L001)	COMPLETED	0	2020-06-23 15:06:00.766	1.6s	169ms	20.3%	2.3 MB	12.3 MB	72.7 KB	210 B
628	09/7db518	26934	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00461_S48_L001)	COMPLETED	0	2020-06-23 15:06:01.155	1.2s	143ms	28.8%	1.6 MB	5.4 MB	72.7 KB	210 B
631	f0/1ca08a	27214	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00432_S19_L001)	COMPLETED	0	2020-06-23 15:06:01.499	1.2s	53ms	49.0%	0	0	72.7 KB	210 B
632	91/6fb1ab	27332	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00416_S3_L001)	COMPLETED	0	2020-06-23 15:06:01.563	1.2s	110ms	28.6%	1.3 MB	5.4 MB	72.7 KB	210 B
562	a9/ba8ef8	15774	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00446_S33_L001)	COMPLETED	0	2020-06-23 15:05:51.642	11.2s	10s	94.7%	87.2 MB	576.1 MB	111.2 MB	670.3 KB
629	6c/7d60d0	27052	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00484_S71_L001)	COMPLETED	0	2020-06-23 15:06:01.262	1.6s	39ms	57.1%	0	0	72.7 KB	210 B
630	1b/d5697d	27163	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00449_S36_L001)	COMPLETED	0	2020-06-23 15:06:01.431	1.5s	44ms	53.3%	0	0	72.7 KB	210 B
634	b1/445a71	-	ncovIllumina:sequenceAnalysis:writeQCSummaryCSV (06_23_run)	COMPLETED	-	2020-06-23 15:06:02.989	29ms	1ms	-	-	-	-	-
633	3b/6cd773	28004	ncovIllumina:sequenceAnalysis:collateSamples (PHLON20-SARS00446_S33_L001)	COMPLETED	0	2020-06-23 15:06:02.986	415ms	24ms	73.8%	0	0	72.7 KB	210 B
